,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
8089,Dunkin' Donuts,Noida,77.3215077,28.5647926,"Burger, Desserts, Fast Food",600,0,1,0,2,3.7,481
8090,The Smoke Factory,Noida,77.321853,28.5649859,"North Indian, Italian, Chinese",2000,1,0,0,4,3.8,240
8091,Turquoise Cottage - TC Original 1997,Noida,77.3214674,28.5648242,"Continental, American, Italian, Mediterranean",1900,1,0,0,3,3.8,240
8092,Baskin Robbins,Noida,77.32147492,28.5649219,Ice Cream,300,0,0,0,1,0.0,0
8093,Cafe Coffee Day,Noida,77.3217184,28.5647491,Cafe,450,0,0,0,1,0.0,3
8094,Dolce Gelato,Noida,77.32148331,28.56493986,"Ice Cream, Beverages, Fast Food",300,0,0,0,1,0.0,1
8095,Dunkin' Donuts,Noida,77.3215389,28.5648218,"Burger, Desserts, Fast Food",600,0,0,0,2,0.0,1
8096,Joost Juice Bar,Noida,77.3213883,28.5646431,Beverages,300,0,0,0,1,0.0,0
8097,KFC,Noida,77.3216286,28.5646509,"American, Fast Food, Burger",500,0,1,0,2,0.0,2
8098,Pizza Hut,Noida,77.3215389,28.5648218,"Italian, Pizza, Fast Food",1000,0,0,0,3,0.0,0
8099,Laat Saab,Noida,77.32180945,28.56450145,"North Indian, Mughlai",1300,1,1,0,3,4.1,111
8100,Starbucks,Noida,77.321597,28.565014,Cafe,700,0,0,0,2,4.0,59
8101,Rocket Food,Noida,77.3451605,28.5663497,North Indian,500,0,0,0,2,0.0,0
8102,Aim Cafe And Restaurant,Noida,77.5111213,28.4632797,"Japanese, Sushi",1200,1,0,0,3,3.3,19
8103,Al-Swad,Noida,77.5142421,28.4725268,"North Indian, Chinese",400,0,1,0,1,2.5,6
8104,Anands,Noida,77.5103894,28.4704639,"Chinese, North Indian",500,0,1,0,2,2.6,36
8105,Bansiwala Restaurant,Noida,77.5127189,28.4719367,North Indian,200,0,1,0,1,2.5,4
8106,Cafe Coffee Day,Noida,77.5144213,28.4723639,Cafe,450,0,0,0,1,2.8,24
8107,Food Tamasha & Co.,Noida,77.5078806,28.4668203,North Indian,600,0,1,0,2,3.2,24
8108,Grand Heritage Resort,Noida,77.5237792,28.4764154,"North Indian, Chinese",800,1,0,0,2,3.1,17
8109,Green Chick Chop,Noida,77.5115542,28.4711106,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.2,20
8110,Kafe Republic,Noida,77.5133461,28.4720847,Fast Food,300,0,1,0,1,3.1,37
8111,Kar C Lounge & Restaurant,Noida,77.510587,28.4629296,"Cafe, North Indian, Italian, Chinese",600,0,0,0,2,2.8,16
8112,Kolkata Roll Point,Noida,77.5154068,28.4732632,Fast Food,100,0,0,0,1,2.8,9
8113,Royal Awadh,Noida,77.5141525,28.4725185,"North Indian, Mughlai",500,0,1,0,2,3.0,9
8114,Royal Rasoi,Noida,77.5077462,28.4665835,"North Indian, Mughlai",600,0,0,0,2,2.8,21
8115,Royale Bakers,Noida,77.5137941,28.4723057,"Bakery, Fast Food, Desserts",250,0,1,0,1,2.8,18
8116,Sahi Darbar,Noida,77.5149968,28.473395,"North Indian, Chinese",400,0,1,0,1,2.6,12
8117,Taco Street,Noida,77.5081494,28.4657682,Fast Food,500,0,0,0,2,2.9,4
8118,The Noodle Co,Noida,77.5112854,28.4634563,"Thai, Chinese",900,1,0,0,2,3.1,8
8119,Veg Always,Noida,77.5112854,28.4709959,"North Indian, Chinese",600,0,1,0,2,2.7,25
8120,Yu Turn,Noida,77.51812208,28.4719958,"North Indian, Chinese, Thai",1000,1,1,0,3,2.9,43
8121,Zaika,Noida,77.5106105,28.463041,"North Indian, Mughlai, Chinese",600,0,0,0,2,2.5,10
8122,Zaika,Noida,77.5145109,28.472462,"North Indian, Mughlai",600,0,0,0,2,2.8,50
8123,Domino's Pizza,Noida,77.527913,28.4583447,"Pizza, Fast Food",700,0,0,0,2,3.5,56
8124,Night Food Service,Noida,77.518042,28.46449,"Fast Food, North Indian, Chinese",350,0,0,0,1,3.8,80
8125,Uncle's Patty,Noida,77.5102866,28.4706608,Fast Food,500,0,0,0,2,3.5,28
8126,Baskin Robbins,Noida,77.5111958,28.4632685,Ice Cream,300,0,1,0,1,0.0,3
8127,Evergreen Food Point,Noida,77.5111958,28.4708978,"Mithai, Street Food",100,0,0,0,1,0.0,2
8128,Food Plaza,Noida,77.5085078,28.4647244,"North Indian, Chinese",400,0,0,0,1,0.0,1
8129,Giani,Noida,77.5141525,28.4725185,"Ice Cream, Desserts",400,0,1,0,1,0.0,0
8130,Grill Inn,Noida,77.5146578,28.4725114,Fast Food,300,0,1,0,1,0.0,3
8131,Hunger's Hut,Noida,77.5296715,28.4634272,"North Indian, Mughlai",350,0,1,0,1,0.0,3
8132,Kanha Cake O' Pastry,Noida,77.51136148,28.46341884,Bakery,250,0,0,0,1,0.0,0
8133,Serendipity Cafe,Noida,77.5079254,28.4642665,Cafe,300,0,0,0,1,0.0,3
8134,Spice Affair,Noida,77.5152276,28.4733363,"North Indian, Chinese",500,0,0,0,2,0.0,2
8135,Tandoori Junction,Noida,77.5153379,28.4733721,North Indian,300,0,0,0,1,0.0,3
8136,Tod-Bistro Cafe,Noida,77.5134341,28.4725411,Fast Food,300,0,1,0,1,0.0,1
8137,Upper Deck,Noida,77.508208,28.4658168,"North Indian, Chinese",1000,1,0,0,3,0.0,3
8138,Vadilal Ice Cream Parlour,Noida,77.5107478,28.4631372,Ice Cream,100,0,0,0,1,0.0,1
8139,Wich 'N' Shake,Noida,77.5141192,28.4726306,"Beverages, Fast Food",200,0,0,0,1,0.0,2
8140,Desi Galli,Noida,77.5127637,28.4720755,"North Indian, Chinese",500,0,1,0,2,2.9,55
8141,Mr. Flavour,Noida,77.5130325,28.4720107,"North Indian, Chinese",500,0,1,0,2,2.7,10
8142,Wah Ji Wah,Noida,77.5125397,28.4719201,North Indian,300,0,0,0,1,3.1,16
8143,Indian Diners,Noida,77.3387496,28.5637906,"North Indian, Chinese, Continental",1300,1,0,0,3,3.0,7
8144,Airborne,Noida,77.3387521,28.5637524,"North Indian, Chinese, Continental, Mughlai",2000,1,0,0,4,0.0,0
8145,Vivino - Hotel Golf View,Noida,77.3386893,28.5638179,Continental,1200,1,0,0,3,0.0,0
8146,Gravity,Noida,77.3351961,28.5767055,"Chinese, Mughlai, North Indian",1000,1,1,0,3,2.6,192
8147,Kolkata Biryani House,Noida,77.3352789,28.5768465,"North Indian, Mughlai, Biryani",500,0,1,0,2,2.8,109
8148,Rotees n More,Noida,77.3348554,28.5764701,"North Indian, Chinese",350,0,1,0,1,3.2,49
8149,Saleem's Takeaway,Noida,77.3347857,28.5759163,"North Indian, Mughlai, Chinese",600,0,0,0,2,2.6,44
8150,Sikandrabadi Biryani,Noida,77.3348596,28.5765143,"Biryani, North Indian",400,0,1,0,1,3.4,29
8151,Wok N Spice,Noida,77.3348923,28.5763192,"Chinese, Fast Food",300,0,0,0,1,3.1,21
8152,Zaika Hindustani,Noida,77.335048,28.5765055,"Mughlai, North Indian, Chinese",600,0,0,0,2,2.7,33
8153,Chanda Food,Noida,77.3348957,28.5766241,Chinese,350,0,0,0,1,3.6,97
8154,Chhote Nawab,Noida,77.3354311,28.5762864,Lucknowi,250,0,1,0,1,3.5,24
8155,Delish BBQ,Noida,77.3348778,28.5764412,"North Indian, Chinese, Thai",500,0,1,0,2,3.9,40
8156,Goli Vada Pav No. 1,Noida,77.3348627,28.5764862,Street Food,150,0,1,0,1,3.6,280
8157,Happy Hakka,Noida,77.3353591,28.5764845,"Chinese, Asian, Thai",650,0,1,0,2,3.6,582
8158,Sadda Adda,Noida,77.3352114,28.576761,Cafe,300,0,0,0,1,0.0,2
8159,Baker's Studio - Jaypee Greens,Noida,77.5180946,28.4696531,Bakery,1000,0,0,0,3,3.4,29
8160,Matrix - Jaypee Greens,Noida,77.5180946,28.4696531,Finger Food,2000,1,0,0,4,3.2,20
8161,Tea Lounge - Jaypee Greens,Noida,77.5183634,28.4694087,Cafe,900,0,0,0,2,2.9,14
8162,Paatra - Jaypee Greens,Noida,77.5181394,28.4697021,North Indian,3500,1,0,0,4,3.5,79
8163,Cooks Cafe - Jaypee Greens,Noida,77.521526,28.464167,"Continental, North Indian",1500,1,0,0,3,3.3,29
8164,The Butler & The Chef - Jaypee Greens,Noida,77.521526,28.464167,Finger Food,2200,1,0,0,4,0.0,1
8165,Burger King,Noida,77.3536634,28.5743086,"Burger, Fast Food",500,0,1,0,2,3.3,14
8166,Cafe Pitacos,Noida,77.3533943,28.5746419,"Continental, Mexican, Mediterranean",600,0,1,0,2,3.0,18
8167,Cinnabon & Auntie Anne's,Noida,77.3539094,28.574221,"Desserts, Beverages",500,0,0,0,2,3.1,6
8168,Cocoberry,Noida,77.3535737,28.5743001,Desserts,300,0,0,0,1,3.4,16
8169,Hakka Haus,Noida,0.0,0.0,"Chinese, Thai",950,0,0,0,2,3.2,6
8170,Kebab Xpress,Noida,77.3535737,28.5743001,"North Indian, Mughlai",600,0,0,0,2,2.9,7
8171,KFC,Noida,77.3536634,28.5742189,"American, Fast Food, Burger",500,0,1,0,2,2.5,15
8172,Mad Over Donuts,Noida,77.3535737,28.5743001,Desserts,450,0,1,0,1,3.2,13
8173,Ni Hao,Noida,77.3536634,28.5742189,Chinese,700,0,0,0,2,3.0,10
8174,Pizza Hut,Noida,77.3535737,28.5743001,"Italian, Pizza, Fast Food",1000,0,0,0,3,2.6,7
8175,Subway,Noida,77.3537083,28.5743576,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,2.6,5
8176,Time To Tea,Noida,77.3536634,28.5743086,"Tea, Fast Food",350,0,0,0,1,2.8,5
8177,Vaango!,Noida,77.3536634,28.5742189,South Indian,450,0,0,0,1,2.8,6
8178,Biryani Blues,Noida,77.3536634,28.5743086,"Biryani, Hyderabadi",1000,0,0,0,3,3.5,18
8179,Jungle Jamboree,Noida,0.0,0.0,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",1200,0,0,0,3,3.8,46
8180,Keventers,Noida,77.3535737,28.5743001,Beverages,400,0,0,0,1,3.5,34
8181,Pita Pit,Noida,77.3536634,28.5743086,"Healthy Food, Salad",600,0,1,0,2,3.6,20
8182,Baskin Robbins,Noida,77.3536634,28.5743086,Ice Cream,300,0,0,0,1,0.0,1
8183,Cha Cha Cha,Noida,77.3536862,28.5741982,"Beverages, Fast Food",300,0,0,0,1,0.0,3
8184,Chai Thela,Noida,77.3537531,28.5744067,"Tea, Fast Food",250,0,0,0,1,0.0,1
8185,Costa Coffee,Noida,77.3537531,28.574317,Cafe,600,0,0,0,2,0.0,0
8186,Dolce Gelato,Noida,77.3536634,28.5743086,"Ice Cream, Beverages, Fast Food",300,0,0,0,1,0.0,0
8187,Joost Juice Bar,Noida,77.3537083,28.5743576,Beverages,300,0,0,0,1,0.0,1
8188,Juice Lounge,Noida,77.35367786,28.57419684,"Juices, Fast Food",300,0,0,0,1,0.0,1
8189,Kings Kulfi,Noida,77.3535737,28.5743001,"Desserts, Ice Cream",300,0,0,0,1,0.0,1
8190,Kwality Wall's Swirl's,Noida,77.3535737,28.5743001,"Ice Cream, Desserts",200,0,0,0,1,0.0,0
8191,Mx Corn,Noida,77.3537531,28.5744067,Fast Food,100,0,0,0,1,0.0,0
8192,The Gaming Vegas,Noida,77.3535737,28.5743001,Fast Food,400,0,0,0,1,0.0,0
8193,Chicago Pizza,Noida,77.3535737,28.5743001,Pizza,600,0,1,0,2,2.3,8
8194,Mr. Sub,Noida,77.3536634,28.5743086,Fast Food,400,0,1,0,1,2.3,27
8195,Kwality Wall's Swirl's,Noida,77.3665825,28.6123732,"Ice Cream, Desserts",200,0,0,0,1,0.0,0
8196,My Corn,Noida,77.3666722,28.6127402,Fast Food,100,0,0,0,1,0.0,0
8197,Flluid - Mosaic Hotels,Noida,77.32554484,28.57102038,"Continental, North Indian, Mexican",2200,1,0,0,4,3.2,135
8198,Latitude - Mosaic Hotels,Noida,77.32554484,28.57102038,"North Indian, Chinese",1700,1,0,0,3,3.3,61
8199,Baker's Zone,Noida,77.5278832,28.4580751,Bakery,200,0,1,0,1,2.9,9
8200,Chakna,Noida,77.5283078,28.4580334,"North Indian, Chinese",450,0,1,0,1,2.7,5
8201,Get Set Go,Noida,77.5282389,28.4580767,"North Indian, Chinese, Continental",800,0,0,0,2,3.1,5
8202,Sip & Snacks,Noida,77.5282182,28.4579354,"Chinese, North Indian",550,0,1,0,2,3.2,6
8203,The Anna,Noida,77.5279942,28.4580493,"Chinese, South Indian, Fast Food",400,0,1,0,1,2.8,19
8204,Kathi Junction,Noida,77.5281474,28.4578535,Fast Food,400,0,1,0,1,3.5,83
8205,Golden Chaat,Noida,77.5281286,28.4581066,Fast Food,100,0,0,0,1,0.0,2
8206,Malt n Brew,Noida,0.0,0.0,"North Indian, Continental, Chinese",2000,1,0,0,4,0.0,0
8207,Cakewalk - Park Plaza,Noida,77.3506896,28.6038697,Bakery,500,0,0,0,2,3.4,25
8208,New Town Lounge - Park Plaza,Noida,77.3503437,28.6039396,Continental,2000,1,0,0,4,3.2,32
8209,New Town Cafe - Park Plaza,Noida,77.3497156,28.6037907,"Continental, Chinese, North Indian",2800,1,0,0,4,4.1,228
8210,S-18 - Radisson Blu,Noida,77.32218973,28.56859793,"Mediterranean, Continental, North Indian, Italian",3200,1,0,0,4,3.5,218
8211,Foodicious,Noida,77.3129503,28.5872879,"Fast Food, Street Food",300,0,0,0,1,0.0,0
8212,Rasoi Dil Se,Noida,77.31409,28.5891934,"North Indian, Chinese, Continental",400,0,0,0,1,0.0,2
8213,Chip Chap Shahi Corner,Noida,77.3251735,28.5949741,North Indian,200,0,0,0,1,2.9,12
8214,Mother's Kitchen,Noida,77.333568,28.5922973,North Indian,100,0,0,0,1,2.9,6
8215,Food Express,Noida,77.33208809,28.58894661,"North Indian, Mughlai, Chinese",500,0,0,0,2,0.0,2
8216,Lemonier,Noida,77.3307374,28.5881489,Bakery,200,0,0,0,1,0.0,0
8217,Punjabi Zaika,Noida,77.3303336,28.5878866,North Indian,200,0,0,0,1,0.0,0
8218,Robins Sweets & Restaurant,Noida,77.3323864,28.5914816,North Indian,350,0,0,0,1,0.0,1
8219,TBH ��� To Be Healthy,Noida,77.331231,28.589854,"Juices, Healthy Food",500,0,1,0,2,4.0,76
8220,Mehfill,Noida,77.3355334,28.597946,"North Indian, Chinese, Mughlai",600,0,1,0,2,2.7,90
8221,Punjabi Pakwaan,Noida,77.3357155,28.5977441,"North Indian, Chinese",800,1,1,0,2,3.3,34
8222,Santushti,Noida,77.335798,28.5976276,"South Indian, North Indian, Chinese",300,0,1,0,1,2.6,70
8223,Uncle's,Noida,77.3358973,28.5976456,"North Indian, Mughlai, Chinese",600,0,1,0,2,3.4,190
8224,Cafe Limelight,Noida,77.338766,28.6003782,"Cafe, North Indian, Italian",900,0,1,0,2,3.7,38
8225,Rendezvous Adda,Noida,0.0,0.0,"North Indian, Bengali",400,0,0,0,1,0.0,0
8226,Wow Noodle,Noida,77.335507,28.5978273,Chinese,550,0,1,0,2,0.0,0
8227,Wraps Cafe,Noida,77.3356238,28.5976592,"Fast Food, North Indian",400,0,1,0,1,0.0,2
8228,Alley's Urbane Cafe,Noida,77.36543566,28.5391348,"Cafe, Italian, Chinese",400,0,0,0,1,3.2,33
8229,Backstreet Kitchen,Noida,77.36520298,28.53920932,"North Indian, Mughlai, Chinese",500,0,1,0,2,3.4,33
8230,Berco's,Noida,77.365561,28.538929,"Chinese, Thai",1100,1,0,0,3,3.1,9
8231,Breaktym,Noida,77.369517,28.545627,"North Indian, Mughlai",400,0,1,0,1,2.6,11
8232,Chawla's 2,Noida,77.38715278,28.53304444,"North Indian, Mughlai, Chinese",1400,0,1,0,3,2.5,12
8233,Chicken Kraft,Noida,77.38628581,28.53268571,"North Indian, Chinese",400,0,0,0,1,2.9,4
8234,Chinese By Nature,Noida,77.38746263,28.53393492,Chinese,400,0,0,0,1,2.9,19
8235,DV's Chinese Kitchen,Noida,77.38743782,28.53383506,Chinese,300,0,0,0,1,2.8,10
8236,Evergreen Sweets,Noida,77.38730572,28.5333408,"Mithai, Street Food",200,0,0,0,1,2.6,16
8237,Green Chick Chop,Noida,77.38739792,28.53350929,"Raw Meats, Fast Food, North Indian",350,0,0,0,1,2.9,7
8238,Hyderabad Delights,Noida,77.38514822,28.53280177,"North Indian, Mughlai, Hyderabadi",400,0,0,0,1,3.3,13
8239,Kabab And Tadka,Noida,77.36518085,28.5390865,North Indian,600,0,1,0,2,2.5,36
8240,Kanha Bhog,Noida,77.38745894,28.53358145,"Mithai, Street Food",150,0,0,0,1,2.6,26
8241,Mezbaan Jaika Restaurant,Noida,77.3871696,28.53330811,"Biryani, North Indian, Fast Food",500,0,0,0,2,2.7,18
8242,Pind Balluchi,Noida,77.36554932,28.53949767,"Biryani, North Indian, Mughlai",1000,0,1,0,3,2.6,26
8243,Red Capsicum,Noida,77.386751,28.533164,North Indian,500,0,1,0,2,2.6,25
8244,Singh Foods,Noida,77.36533742,28.53922405,"North Indian, Mughlai",700,0,1,0,2,3.2,7
8245,Sparrows At Home Bakery & Cafe,Noida,77.3682633,28.54079875,"Cafe, Bakery",500,0,0,0,2,3.3,13
8246,The New Koyla Kitchen,Noida,77.38676123,28.53422092,"North Indian, Chinese",600,0,1,0,2,2.7,36
8247,They�_����,Noida,77.38501411,28.52840456,"North Indian, Mughlai, Chinese",800,0,1,0,2,3.4,13
8248,Your Spicy Kitchen,Noida,0.0,0.0,"Mughlai, Continental, Chinese",800,1,0,0,2,3.1,8
8249,Yumm Biryani,Noida,77.36609716,28.53932095,"Biryani, Mughlai",550,0,1,0,2,3.2,27
8250,Aureo Dine & Bake House,Noida,77.38755785,28.53404095,"North Indian, Chinese, Continental",1000,1,1,0,3,3.5,367
8251,Being Truckers,Noida,77.37825595,28.53174637,Fast Food,550,0,1,0,2,3.8,99
8252,China Leaf,Noida,77.36627284,28.53928884,"Chinese, Thai",650,0,1,0,2,3.7,115
8253,Mera Vala Dabba,Noida,77.366061,28.539277,North Indian,400,0,1,0,1,3.6,18
8254,Moti Mahal Delux- Legendary Culinary,Noida,77.36619238,28.53941873,"North Indian, Mughlai",900,0,1,0,2,3.6,72
8255,Noshh,Noida,77.36621249,28.53921168,North Indian,850,0,1,0,2,3.6,56
8256,Tadqa Tandoor Express,Noida,77.36540817,28.53905704,"North Indian, Mughlai",750,0,1,0,2,3.6,108
8257,The Kebab Company,Noida,77.36600563,28.53925998,"Fast Food, North Indian",400,0,1,0,1,3.5,21
8258,Affamato,Noida,0.0,0.0,"Italian, Pizza",400,0,0,0,1,0.0,0
8259,Ahmed's,Noida,77.38754611,28.5337414,Mughlai,200,0,0,0,1,0.0,0
8260,Caff�� La Poya,Noida,77.36602105,28.539318,"Cafe, Continental, Fast Food, Italian",600,0,0,0,2,0.0,0
8261,Chaskaa Restaurant,Noida,0.0,0.0,"North Indian, Mughlai, Chinese",400,0,0,0,1,0.0,1
8262,Chawla's 2,Noida,77.36599725,28.53954539,"North Indian, Mughlai, Chinese, Fast Food",700,0,0,0,2,0.0,1
8263,Chination,Noida,77.3869852,28.53309897,Chinese,700,0,0,0,2,0.0,3
8264,Essen Foods,Noida,77.36632314,28.53927854,"North Indian, Chinese, Mughlai",500,0,0,0,2,0.0,0
8265,Haochi,Noida,0.0,0.0,Chinese,600,0,0,0,2,0.0,1
8266,Lassilo,Noida,0.0,0.0,Fast Food,200,0,0,0,1,0.0,0
8267,Mittal Bikaneri Sweets,Noida,77.38711596,28.53319412,"Mithai, Street Food",100,0,0,0,1,0.0,0
8268,Royale Bakers,Noida,77.386751,28.533164,"Bakery, Fast Food, Desserts",350,0,1,0,1,0.0,0
8269,RV's Family Restaurant,Noida,0.0,0.0,"North Indian, South Indian, Italian, Chinese",500,0,0,0,2,0.0,0
8270,The Cake Shop,Noida,77.38716993,28.53395848,Bakery,250,0,0,0,1,0.0,2
8271,Top Food,Noida,0.0,0.0,"North Indian, Chinese",300,0,0,0,1,0.0,3
8272,Uncle's Corner,Noida,0.0,0.0,Fast Food,400,0,0,0,1,0.0,1
8273,Urban Express,Noida,77.38702995,28.53300848,North Indian,400,0,0,0,1,0.0,0
8274,Viddya Chinese Fast Food,Noida,77.37790592,28.53197731,"Chinese, Fast Food",300,0,0,0,1,0.0,0
8275,Domino's Pizza,Noida,77.38758132,28.53420826,"Pizza, Fast Food",700,0,0,0,2,2.1,84
8276,Kamboj's,Noida,77.38638707,28.53210161,"North Indian, Mughlai, Chinese",800,1,1,0,2,2.4,76
8277,Pizza Hut Delivery,Noida,77.38736574,28.53397527,"Italian, Pizza",800,0,1,0,2,2.3,94
8278,Subway,Noida,77.38739625,28.53409103,"American, Fast Food, Salad, Healthy Food",500,0,0,0,2,2.4,51
8279,The Cake Expert's,Noida,77.38691278,28.53309132,"Bakery, Desserts, Fast Food",250,0,1,0,1,2.4,63
8280,The Saffron Boutique,Noida,77.36664299,28.53934598,"North Indian, Chinese",800,1,0,0,2,4.0,175
8281,Aggarwal Kachori Wale,Noida,77.3379637,28.597161,North Indian,100,0,0,0,1,3.0,9
8282,Bakes & Cakes,Noida,77.3440643,28.5968936,Bakery,250,0,1,0,1,3.0,5
8283,Burger's Kitchen,Noida,77.3382315,28.5971578,Fast Food,350,0,0,0,1,2.8,31
8284,Jhatpat Khana,Noida,77.3435377,28.596352,North Indian,400,0,0,0,1,3.0,7
8285,Mahi Rasoi,Noida,77.3380039,28.5972511,North Indian,500,0,1,0,2,2.6,34
8286,Night Safari Cafe,Noida,77.3387224,28.5923274,Fast Food,300,0,0,0,1,3.0,4
8287,Saheb's Restaurant,Noida,77.3378109,28.5969146,"North Indian, Chinese, Mughlai, Fast Food",550,0,0,0,2,2.7,26
8288,Scrummy Bites,Noida,77.3372391,28.5931433,"North Indian, Chinese",350,0,1,0,1,3.1,30
8289,Berco's,Noida,77.3388953,28.5939838,"Chinese, Thai",1100,0,1,0,3,3.7,1182
8290,Cream Bell Scoopers,Noida,77.3377445,28.5969468,Ice Cream,200,0,0,0,1,0.0,2
8291,Mayur Kitchen,Noida,77.3439016,28.5972982,"North Indian, Mughlai",500,0,0,0,2,0.0,0
8292,Raghav Ki Rasoi,Noida,77.3441147,28.5982082,"North Indian, Chinese",350,0,1,0,1,0.0,0
8293,Red Chilli,Noida,77.3343957,28.5940266,"North Indian, Chinese, Mughlai",500,0,0,0,2,0.0,1
8294,Riyaz Biryani Corner,Noida,77.3381282,28.5973644,Biryani,200,0,0,0,1,0.0,1
8295,Standard Sweets & Confectioners,Noida,77.3395869,28.5948476,"Mithai, Street Food",150,0,0,0,1,0.0,3
8296,Standard Sweets,Noida,77.3441252,28.5969498,"Mithai, Street Food",150,0,0,0,1,0.0,1
8297,Sushma Homemade Tiffin,Noida,0.0,0.0,"North Indian, South Indian",200,0,0,0,1,0.0,0
8298,The Tasty Corner,Noida,77.3355321,28.5919342,"North Indian, Chinese",300,0,0,0,1,0.0,0
8299,The Zaika King,Noida,77.338294,28.597161,"North Indian, Mughlai",600,0,0,0,2,0.0,3
8300,Tiffinhunt,Noida,77.3386901,28.5923266,North Indian,200,0,1,0,1,0.0,1
8301,Top Burger,Noida,77.3440914,28.5969249,Fast Food,200,0,0,0,1,0.0,1
8302,Aggarwal Sweet Shop,Noida,77.3441785,28.5970594,"Mithai, Street Food",150,0,1,0,1,2.3,15
8303,Hungry - I,Noida,77.332072,28.5493465,"Cafe, Italian, Continental, Chinese",450,0,1,0,1,2.6,26
8304,Oh Buoy,Noida,77.3323527,28.5486721,"Mexican, Italian, Fast Food",550,0,0,0,2,3.4,55
8305,Caffeinated,Noida,77.3323449,28.5493943,Beverages,200,0,0,0,1,3.9,64
8306,Sam and Scrooge,Noida,77.3714268,28.516344,"Continental, Mexican, American, Fast Food, Italian, Chinese",550,0,1,0,2,3.9,132
8307,Tpot,Noida,77.3306028,28.5445167,Cafe,400,0,1,0,1,3.6,20
8308,Hunger's Hub,Noida,77.3317111,28.5488666,"Chinese, Fast Food",200,0,0,0,1,0.0,0
8309,Modi's Baker's Zone,Noida,77.3297035,28.5472559,"Bakery, Fast Food, Chinese",400,0,0,0,1,0.0,0
8310,The Flip On Wheel,Noida,77.3323016,28.5494133,"North Indian, Fast Food",400,0,0,0,1,0.0,1
8311,Big Biryani,Noida,77.3323947,28.5493919,"Biryani, Mughlai",300,0,0,0,1,0.0,1
8312,Aroma,Noida,77.4133126,28.5074459,"South Indian, North Indian, Street Food",300,0,0,0,1,3.0,4
8313,Bawarchi,Noida,0.0,0.0,"North Indian, Mughlai, Fast Food",450,0,0,0,1,2.9,5
8314,Book Food Kitchen,Noida,77.40612611,28.5131767,"North Indian, Chinese",400,0,1,0,1,3.1,19
8315,Breaktym,Noida,77.407635,28.508599,"North Indian, Mughlai",400,0,1,0,1,2.5,6
8316,Chaska By Taste,Noida,77.4132229,28.5070787,"North Indian, Chinese",600,0,0,0,2,2.9,4
8317,Domino's Pizza,Noida,77.377632,28.5141905,"Pizza, Fast Food",700,0,0,0,2,2.5,27
8318,Grill King,Noida,0.0,0.0,"North Indian, Chinese",400,0,0,0,1,3.0,4
8319,Moti Mahal Deluxe Advant,Noida,77.4102187,28.5007418,"North Indian, Mughlai",1400,0,0,0,3,2.8,7
8320,Rolling Beans,Noida,77.4027519,28.5003041,North Indian,200,0,1,0,1,2.8,9
8321,RollsKing,Noida,77.40179,28.5011578,Fast Food,400,0,0,0,1,3.2,19
8322,SnacksWale.com,Noida,77.4132229,28.5075273,"North Indian, Fast Food",400,0,0,0,1,2.8,8
8323,Subway,Noida,77.4097048,28.5011636,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,2.6,13
8324,Super Cake Shop,Noida,77.3713463,28.5164185,"Bakery, Desserts",300,0,0,0,1,2.9,6
8325,Aureo Dine & Bake House,Noida,77.404642,28.4995416,"Bakery, Fast Food",300,0,0,0,1,0.0,3
8326,B Bawarchi Restaurant,Noida,77.3799935,28.5177319,"North Indian, Mughlai, Chinese",600,0,0,0,2,0.0,2
8327,Brajwasi,Noida,0.0,0.0,North Indian,500,0,0,0,2,0.0,0
8328,Cafe Coffee Day,Noida,77.4038963,28.4995663,Cafe,450,0,0,0,1,0.0,3
8329,Cafe Coffee Day,Noida,77.3778001,28.5137081,Cafe,450,0,0,0,1,0.0,0
8330,Cafe Lounge,Noida,0.0,0.0,"Cafe, Bakery, Fast Food",350,0,0,0,1,0.0,0
8331,Cafe Treat,Noida,0.0,0.0,"North Indian, Italian, Continental",450,0,0,0,1,0.0,0
8332,Casa Bake,Noida,0.0,0.0,Bakery,700,0,0,0,2,0.0,2
8333,China Town,Noida,77.4027231,28.500375,Chinese,300,0,0,0,1,0.0,0
8334,Costa Coffee,Noida,77.3681524,28.5255885,Cafe,600,0,0,0,2,0.0,0
8335,Delhi Foods,Noida,77.3715165,28.5164422,North Indian,200,0,0,0,1,0.0,0
8336,Deli Chic,Noida,0.0,0.0,"North Indian, Chinese",400,0,0,0,1,0.0,2
8337,Delicacies,Noida,77.40778303,28.50763882,Bakery,500,0,0,0,2,0.0,1
8338,Kanha Ji Sweets & Restaurant,Noida,77.413852,28.505174,"Mithai, North Indian, Street Food",200,0,0,0,1,0.0,1
8339,Little China,Noida,77.4028201,28.4996449,Chinese,250,0,0,0,1,0.0,1
8340,Lola's Cafe,Noida,77.4132861,28.5074131,"Cafe, Fast Food",350,0,0,0,1,0.0,1
8341,Madras Coffee House,Noida,77.4043548,28.4990685,Beverages,100,0,0,0,1,0.0,1
8342,Moju Juice Bar,Noida,77.4026739,28.500282,Beverages,200,0,0,0,1,0.0,0
